rmsKsi 0.04,rmsKsi 0.06,rmsKsi 0.08,rmsKsi 0.2,rmsKsi 0.4,rmsKsi 0.6,rmsKsi 0.8
"[1.9920962349444295e-06, 2.0056739194156057e-06, 1.9942089151728567e-06, 2.004253247630865e-06, 1.9907373006319353e-06, 2.0016961484142506e-06, 1.995620308680644e-06, 1.9874767058136617e-06, 1.997690567982939e-06, 1.996514034940551e-06]","[1.9887773867757965e-06, 2.0029392923420596e-06, 1.988060751729225e-06, 2.000733494793833e-06, 2.00486457804411e-06, 2.008511294640883e-06, 2.016815099061891e-06, 1.991499688653137e-06, 2.006466356428843e-06, 2.0017707930753786e-06]","[1.9923175561758755e-06, 1.995061274987805e-06, 1.9993485582615873e-06, 1.993320522626803e-06, 2.001667190695169e-06, 2.001100995081563e-06, 2.003337135878832e-06, 1.9881470922084563e-06, 2.0030356631834873e-06, 1.994242161549392e-06]","[2.006394093709535e-06, 2.010579188300079e-06, 2.007402008011421e-06, 2.004625308169232e-06, 1.9970809188463667e-06, 1.995794030762743e-06, 1.996859281698858e-06, 2.0045011473390737e-06, 1.9981494767717756e-06, 1.99912811308181e-06]","[1.9956479934801948e-06, 1.9960788363611936e-06, 1.996909036710352e-06, 2.0052027189210016e-06, 1.9951091293874694e-06, 2.0121517333507967e-06, 2.0064018228003945e-06, 2.0023935900568587e-06, 2.0138211859097034e-06, 1.9851613020222643e-06]","[2.0091668165115944e-06, 1.994599217108798e-06, 2.0041472375665966e-06, 2.005095966365059e-06, 2.0068535772006675e-06, 1.997086415932833e-06, 1.988982936601698e-06, 1.996714832853506e-06, 1.9960209106996415e-06, 1.99693953727682e-06]","[1.99694879701036e-06, 2.001926492037028e-06, 2.0063540538155263e-06, 2.0014934904194403e-06, 2.004385277817986e-06, 1.9916390949610646e-06, 2.0080585820205823e-06, 1.9967956816061613e-06, 2.0003557309694187e-06, 1.999286746297321e-06]"
