rmsKsi 0.04,rmsKsi 0.06,rmsKsi 0.08,rmsKsi 0.2,rmsKsi 0.4,rmsKsi 0.6,rmsKsi 0.8
"[2.7435898725374413e-12, 1.5147002230805449e-12, 1.7944341380603343e-12, 2.2422511154401585e-12, 2.956319003406347e-12, 3.3553053590465705e-12, 1.3779274411558274e-12, 1.9582896913891124e-12, 1.4633352791731304e-12, 1.7216558365821472e-12]","[3.1628415843012796e-12, 1.6795208568321073e-12, 2.181835134334068e-12, 2.2228495216933424e-12, 3.357712929169495e-12, 5.230463272644515e-12, 1.7575957909965992e-12, 1.5281985773072528e-12, 1.7892931939654823e-12, 1.4966044512583847e-12]","[3.773193918463225e-12, 2.287631132867467e-12, 3.280993635337356e-12, 2.6897360683053603e-12, 4.936951200918451e-12, 6.966279953329057e-12, 1.807465541586003e-12, 3.247048884144377e-12, 2.3676393363728855e-12, 2.007192273013228e-12]","[3.6253852493303765e-12, 2.8820791167841906e-12, 2.063884598488176e-12, 2.6368165973934373e-12, 4.278570608522393e-12, 3.88546308454293e-12, 2.827009859590137e-12, 1.7751426198610592e-12, 2.9312995341582e-12, 2.370056837134037e-12]","[3.334662101703399e-12, 3.4273206158494958e-12, 1.586559010469058e-12, 3.872741737734734e-12, 3.014262401322032e-12, 5.073223813103445e-12, 4.406557070902421e-12, 2.9480002388958722e-12, 2.1765966305309366e-12, 1.4391830729703703e-12]","[4.2734909851835255e-12, 2.4217986142034073e-12, 2.5826692058650804e-12, 1.9578040890519063e-12, 3.968598058134796e-12, 5.271931733739775e-12, 3.987646815673246e-12, 2.0682965186748193e-12, 1.8307905422053212e-12, 3.40748083209556e-12]","[3.1565522324852103e-12, 1.885289209682272e-12, 3.6246752483608224e-12, 2.443912131708573e-12, 3.675066126068477e-12, 3.3370695828127687e-12, 3.655934021134468e-12, 1.943607212982118e-12, 2.392168826884977e-12, 2.5824805960917542e-12]"
