rmsKsi 0.04,rmsKsi 0.06,rmsKsi 0.08,rmsKsi 0.2,rmsKsi 0.3,rmsKsi 0.4,rmsKsi 0.5,rmsKsi 0.6,rmsKsi 0.8,rmsKsi 1.0
"[1.4093686708696006e-07, 1.6122527024287504e-07, 1.9619158128192928e-07, 2.4111442330303506e-07, 3.047448014604579e-07, 2.925245323316493e-07, 2.3672870892545984e-07, 1.904468833444259e-07, 1.5789524587575503e-07, 1.3304923013236068e-07]","[1.0875311935403091e-07, 1.2161744610827545e-07, 1.330230553812715e-07, 1.469375749227941e-07, 1.5979340990877718e-07, 1.555145797394385e-07, 1.3943890373351748e-07, 1.3422697648838442e-07, 1.1768787733921588e-07, 1.0648959202146643e-07]","[7.749740818527745e-08, 8.24274451703792e-08, 8.704760805658386e-08, 9.181904341791361e-08, 9.575624010940473e-08, 9.036234399574998e-08, 8.762659135780361e-08, 8.342975904798307e-08, 8.02513979784966e-08, 7.51186739175896e-08]","[1.7704611247609506e-08, 1.9250337153122092e-08, 1.8371801346452354e-08, 1.8147401629899743e-08, 1.9035864663123505e-08, 1.8068290657167862e-08, 1.8411930125905843e-08, 1.8513310514745424e-08, 1.7803746498750215e-08, 1.769842399122093e-08]","[1.3457740613877825e-08, 1.2594094502028391e-08, 1.2828351634607158e-08, 1.320404070953803e-08, 1.334538689583305e-08, 1.3120391156414012e-08, 1.3238233351711842e-08, 1.2999274034701167e-08, 1.2940526584889423e-08, 1.3149450084778875e-08]","[1.2457355824553721e-08, 1.211667558358661e-08, 1.2326747406923322e-08, 1.2140917235147023e-08, 1.2112088879865954e-08, 1.1808560623600918e-08, 1.1926437339899815e-08, 1.1754008117766481e-08, 1.1649372736134904e-08, 1.2180725890496989e-08]","[1.201688426953731e-08, 1.1901674085156259e-08, 1.1831292168386744e-08, 1.18897409632032e-08, 1.2736649352629369e-08, 1.1946347897635908e-08, 1.2113021641609355e-08, 1.1576616647720354e-08, 1.14563428187682e-08, 1.1584607530801807e-08]","[1.218550866013583e-08, 1.1461302317336428e-08, 1.2047163442883059e-08, 1.1711753237262123e-08, 1.1997993084345592e-08, 1.1624358686877773e-08, 1.1578541891620897e-08, 1.1244424922032026e-08, 1.1160101114613796e-08, 1.136695804654546e-08]","[1.2362486023893151e-08, 1.2372845916858536e-08, 1.2178006514940922e-08, 1.1390367761988296e-08, 1.2278310435717363e-08, 1.1333137846208938e-08, 1.1442219791930333e-08, 1.1629926012980026e-08, 1.1558735625106167e-08, 1.1852884338078282e-08]","[1.1899297253398443e-08, 1.1845856556461085e-08, 1.1851091738817122e-08, 1.2193149802964859e-08, 1.148006802152828e-08, 1.1158119577333656e-08, 1.170484174371249e-08, 1.149575210254802e-08, 1.2107585810812305e-08, 1.17696118955355e-08]"
