rmsKsi 0.04,rmsKsi 0.06,rmsKsi 0.08,rmsKsi 0.2,rmsKsi 0.3,rmsKsi 0.4,rmsKsi 0.5,rmsKsi 0.6,rmsKsi 0.8,rmsKsi 1.0
"[2.006799631954514e-06, 2.00643436745949e-06, 2.0069604753132903e-06, 2.0094491423146875e-06, 1.9949215582367176e-06, 1.9954964404977644e-06, 1.996049894481461e-06, 2.002697482471211e-06, 2.0050498066115086e-06, 2.0106623939651355e-06]","[2.000954734806174e-06, 2.0002561419272696e-06, 2.0021581449075364e-06, 2.003452450357499e-06, 2.0030119728847275e-06, 1.998119422193616e-06, 1.997869748687626e-06, 2.0035499568079677e-06, 2.0009862926763874e-06, 1.9983645165630493e-06]","[2.001650736276588e-06, 1.995577537904804e-06, 2.0037801739281814e-06, 2.0005716596401576e-06, 1.996588612806207e-06, 1.9965075571317776e-06, 2.0039365478363503e-06, 2.0002893244706237e-06, 1.997639271418424e-06, 1.9984775686984743e-06]","[2.00282728532667e-06, 1.999351451339832e-06, 2.0091961959453515e-06, 1.997365120032727e-06, 1.9997950866436316e-06, 2.0008081204476876e-06, 2.0025039633886636e-06, 2.0000773612924822e-06, 1.998232367429382e-06, 2.0004757226722955e-06]","[2.0036562325672953e-06, 1.9961192589626195e-06, 2.002652960660279e-06, 2.000778278954566e-06, 2.0026505562539084e-06, 2.004576181260661e-06, 1.99960203816119e-06, 1.9940654731661753e-06, 1.9992254351979494e-06, 2.0052379439897237e-06]","[2.004098224833052e-06, 2.001760680735426e-06, 2.001162102529897e-06, 2.002792947345358e-06, 2.0065464834673364e-06, 2.0013591677013583e-06, 2.003999516006193e-06, 2.005246470021786e-06, 2.0049402854033787e-06, 1.999976614845711e-06]","[1.9997342357526496e-06, 1.9992336591557673e-06, 1.999406424137656e-06, 1.9985524075650333e-06, 1.9993151661138703e-06, 1.999266952173812e-06, 1.9993827215699458e-06, 2.004394613179886e-06, 2.0023989928742835e-06, 2.0015361454485767e-06]","[2.0003700701836723e-06, 1.9961683929497774e-06, 2.0060009963388515e-06, 2.0051393705302477e-06, 2.000326644627876e-06, 1.9990404833657995e-06, 1.9940068218705317e-06, 1.9972189702880764e-06, 1.9984935975039757e-06, 2.0044887850615762e-06]","[1.99839811490696e-06, 1.998795051285873e-06, 2.0008853775274283e-06, 1.9976744281164217e-06, 1.995215766551427e-06, 2.0048651222353015e-06, 1.9997995872030645e-06, 2.0022657487276082e-06, 1.9964331164589486e-06, 1.999779877657727e-06]","[2.000872293899594e-06, 2.0000610125937626e-06, 2.00094561313918e-06, 2.0026422588214562e-06, 2.000203885986572e-06, 1.99936599390838e-06, 2.0028757017880377e-06, 2.002531816456791e-06, 1.9989578005137903e-06, 1.9983042882143335e-06]"
